,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_brazil_beef,state_of_production,municipality_of_production,logistics_hub,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_gross_emissions_cattle_deforestation_5_year_total_exposure,co2_net_emissions_cattle_deforestation_5_year_total_exposure,land_use,state_of_production_trase_id,municipality_of_production_trase_id,country_of_production_trase_id,country_of_destination_trase_id
1222492,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,XAPURI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),5.840786105825994,18984.09253630789,3.982832045562745,2384.1306218643526,2237.9614450943936,86.20821349972852,BR-12,BR-1200708,BR,HK
1223772,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,CAPIXABA,RIO BRANCO,JBS S/A,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),5.701315393131715,20940.39515116483,3.106646757717472,1868.825050610016,1754.8027336681569,75.47746263192832,BR-12,BR-1200179,BR,HK
1225292,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,RAMAX,RAMAX,CHINA (HONG KONG),CHINA (HONG KONG),5.551822093362666,15319.324518733869,1.34576167543111,807.1927385270221,757.7965118157464,90.51821120671116,BR-12,BR-1200450,BR,HK
1225999,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,RAMAX,RAMAX,CHINA (HONG KONG),CHINA (HONG KONG),5.484722529287698,15134.174494139435,2.4121809683807296,1454.5347029607742,1366.0156691160942,83.58539552727892,BR-12,BR-1200138,BR,HK
1227080,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,ACRELANDIA,RIO BRANCO,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,PARAGUAY,PARAGUAY,5.385356384748036,3684.246692671045,4.420300520601188,2647.3518018261475,2485.1184792712515,92.45537779974542,BR-12,BR-1200013,BR,PY
1227201,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,VIETNAM,VIETNAM,5.3724198487662616,14073.034677190908,1.3022745713409418,781.1090156197639,733.3089844993358,87.59319487977416,BR-12,BR-1200450,BR,VN
1227371,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),5.35843686092043,17416.33050321928,2.919812245515543,1756.4334451421305,1649.2684588295244,70.93822917127036,BR-12,BR-1200179,BR,HK
1227417,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,PORTO ACRE,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),5.354055220584265,18761.89512724029,2.890119008071386,1744.7875463668313,1638.7151459587042,75.67321500978306,BR-12,BR-1200807,BR,HK
1227928,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,VIETNAM,VIETNAM,5.307488548047729,13902.94736600341,2.3342334634313917,1407.5326942208876,1321.8740750462357,80.88440703721194,BR-12,BR-1200138,BR,VN
1229003,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,EPITACIOLANDIA,RIO BRANCO,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,PARAGUAY,PARAGUAY,5.220611185487934,3571.540696606151,4.62076296027537,2753.777385221309,2584.188963227445,91.0523568764482,BR-12,BR-1200252,BR,PY
1229567,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,PORTO ACRE,RIO BRANCO,JBS S/A,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),5.171817872748483,18995.60056538481,2.7917472877096308,1685.399766098085,1582.9377791303411,73.09750642303361,BR-12,BR-1200807,BR,HK
1229620,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,PLACIDO DE CASTRO,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),5.1687165980749405,18112.424089814627,2.075756585786896,1235.5331168337927,1159.3581222263435,105.64530579738826,BR-12,BR-1200385,BR,HK
1230106,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),5.12230450890168,13957.626101486,3.045722260992939,1833.93970778297,1722.168462246481,77.21521927904472,BR-12,BR-1200401,BR,HK
1230744,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),5.072342011869958,13054.003734142812,3.016014560257877,1816.0516249782036,1705.370586108195,76.4620689816876,BR-12,BR-1200401,BR,HK
1231732,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,PLACIDO DE CASTRO,RIO BRANCO,JBS S/A,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),4.992787668368239,18338.039464970618,2.0051035276166846,1193.4789599193448,1119.8967530992345,102.04942948557924,BR-12,BR-1200385,BR,HK
1232028,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),4.9678937702369845,18717.358701643712,2.953909635782911,1778.6560001367016,1670.2540741232456,74.8875835392495,BR-12,BR-1200401,BR,HK
1233393,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),4.860783453707509,15798.82591353478,2.6238509083113133,1584.0394030693838,1487.739505597912,68.70140412340844,BR-12,BR-1200807,BR,HK
1234513,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),4.784006179213347,19012.41104854577,2.844570074160256,1712.8186891449905,1608.4292823114656,72.11560451322514,BR-12,BR-1200401,BR,HK
1235773,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),4.692520170549224,15251.925944923769,1.8845161004925683,1121.7028370801888,1052.5458825626854,95.9121512993616,BR-12,BR-1200385,BR,HK
1235928,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),4.682962144555309,14759.099853390397,2.7844892911525867,1676.641873207566,1574.457297732297,70.59243515080222,BR-12,BR-1200401,BR,HK
1236414,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF TRADING,SUDAMBEEF TRADING,CHINA (HONG KONG),CHINA (HONG KONG),4.650532194975705,12007.373305185309,2.7652064431325543,1665.0309718735905,1563.5540341131232,70.10357595400012,BR-12,BR-1200401,BR,HK
1242307,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),4.26539714832871,9833.965072079864,2.536205144396251,1527.1409940955575,1434.0678956204513,64.29792987669003,BR-12,BR-1200401,BR,HK
1247994,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),3.952223401158762,13296.803135455026,2.349992034329,1415.0153347615517,1328.775844036567,59.57705092110589,BR-12,BR-1200401,BR,HK
1248652,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,RIO BRANCO,RIO BRANCO,JBS S/A,JBS,BEST PRO CORPORATION,BEST PRO CORPORATION,CHINA (HONG KONG),CHINA (HONG KONG),3.92335367697075,13238.460560867868,2.332826096326808,1404.679101636573,1319.0695627282328,59.14185967469933,BR-12,BR-1200401,BR,HK
1252029,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,RIO BRANCO,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.74260409944581,13197.601114692348,2.2253523975304788,1339.9652942454031,1258.2998014934458,56.41718404502352,BR-12,BR-1200401,BR,HK
1252791,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),3.707848989486372,8703.062035385357,2.204687009148597,1327.5219152756035,1246.6147964005163,55.89327465386537,BR-12,BR-1200401,BR,HK
1254566,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),3.626019051253429,9331.797052400489,0.8789470180238312,527.1956123074591,494.933833002742,59.11946615027739,BR-12,BR-1200450,BR,HK
1290246,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),4.549618475270263,13925.427509137557,3.4345069869815217,2067.758830596667,1941.7207499762549,73.95174552849421,BR-12,BR-1200401,BR,HK
1499533,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BRASILEIA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),3.3497554430166425,11121.100902242386,2.4687697615032653,1498.8989892605305,1411.1551602106083,48.43701942105451,BR-12,BR-1200104,BR,HK
1499652,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),3.3442623499030786,11102.863976048651,4.227147610277491,2531.4541005134747,2383.3213374294583,45.47071449109349,BR-12,BR-1200500,BR,HK
1504046,2016,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.1819657053113883,10740.98224224653,0.7926276571930668,471.9246522758542,444.1059989005989,58.21457415418584,BR-12,BR-1200450,BR,HK
1504263,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,XAPURI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),3.1745818246644664,10539.529047745733,1.9180823384622705,1128.1340002891582,1061.614447651504,40.357959903030284,BR-12,BR-1200708,BR,HK
1505033,2016,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.1435083289514463,10611.166262182374,1.3683691755925649,794.5270741066373,748.1373786438021,40.71848272403873,BR-12,BR-1200138,BR,HK
1511625,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),2.91241554802399,9669.143831486992,1.5141648434176724,908.2758150196248,855.0718077883225,37.70961037387906,BR-12,BR-1200179,BR,HK
1513342,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),2.8566954412209493,4808.502169477639,0.7116028344081384,423.68307128699377,398.7081257225756,52.26370237783794,BR-12,BR-1200450,BR,HK
1514402,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),2.8221692954660207,4750.386402437622,1.228490294316359,713.308087116839,671.6604881728583,36.55611491256228,BR-12,BR-1200138,BR,HK
1520486,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),2.6419311589544017,8771.142698420595,1.520167188862363,909.6903437142196,855.8327276871227,41.35740644658111,BR-12,BR-1200807,BR,HK
1524105,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),2.5504767638105945,8467.516486403192,1.0395743289291983,626.5542025605328,589.2654671305927,52.455624789234406,BR-12,BR-1200385,BR,HK
1539736,2016,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,RIO BRANCO,RIO BRANCO,JBS S/A,JBS,ASIAPACIFIC FOOD TRADING,ASIAPACIFIC FOOD TRADING,CHINA (HONG KONG),CHINA (HONG KONG),2.196400248187901,7786.867530757393,1.207580856453708,716.7704016733171,674.5327463405645,24.78110595318269,BR-12,BR-1200401,BR,HK
1541580,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BRASILEIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),2.1601084384806746,7132.974678262724,1.5919999191602572,966.5733544464427,909.991257998036,31.23488152079773,BR-12,BR-1200104,BR,HK
1541779,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),2.156566186817884,7121.277676869362,2.725899660137805,1632.4222640030189,1536.8980273843956,29.32204327952444,BR-12,BR-1200500,BR,HK
1546547,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,RAMAX,RAMAX,CHINA (HONG KONG),CHINA (HONG KONG),2.0727625163392447,6817.241442669137,1.1396048314833167,676.4226249908779,636.5625726966676,23.38615085095096,BR-12,BR-1200401,BR,HK
1547685,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),6.52664131744135,23254.715240508645,1.582057855347783,948.9240450819598,890.8545592882888,106.4118927638,BR-12,BR-1200450,BR,HK
1547713,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),6.447760045687786,22973.657737388887,2.835724868093488,1709.9298447162864,1605.8681557869222,98.26177546921258,BR-12,BR-1200138,BR,HK
1548753,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),5.090068371761922,18586.218814357017,1.23383257331509,740.057256734558,694.7693914104807,82.98967009093755,BR-12,BR-1200450,BR,HK
1548793,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),5.028549583314914,18361.584962754263,2.211556106741899,1333.5587781211566,1252.4020106861208,76.63346752830117,BR-12,BR-1200138,BR,HK
1549727,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),3.582194826778098,9219.01254603082,1.5754492848170076,949.9891125744846,892.1753538261476,54.59148933299007,BR-12,BR-1200138,BR,HK
1550463,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),3.5513530856807605,13380.30816582962,0.8608479879690164,516.3397483745314,484.742294565304,57.90209471293614,BR-12,BR-1200450,BR,HK
1551500,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),3.5084312773234005,13218.59317748566,1.5430080757668316,930.4272036679724,873.8039295969947,53.46735672213445,BR-12,BR-1200138,BR,HK
1552732,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,ACRELANDIA,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.45777621303242,12116.87814368505,2.83814271565701,1699.785387241601,1595.620224601621,59.36283196192645,BR-12,BR-1200013,BR,HK
1553655,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),3.4198990341242106,13591.229556477228,0.8289835258717086,497.2273283290009,466.7994606526876,55.758836985531794,BR-12,BR-1200450,BR,HK
1553874,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),3.411806837534041,8951.558186404734,2.028660345597741,1221.5298844036802,1147.082553305269,51.43064271952515,BR-12,BR-1200401,BR,HK
1554625,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),3.3785659851699803,13426.965363002317,1.4858933202777571,895.9872528521158,841.4599007042605,51.488251716923,BR-12,BR-1200138,BR,HK
1554633,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,RIO BRANCO,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.37775772999732,12802.168109157166,2.0084147462564066,1209.3392756224864,1135.6349130750798,50.91737582956679,BR-12,BR-1200401,BR,HK
1555358,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,EPITACIOLANDIA,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),3.35199824951153,11746.206759736304,2.9668536506426557,1768.118070249191,1659.2304183127587,58.46199420331431,BR-12,BR-1200252,BR,HK
1555470,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),3.3476666030641264,10550.703624185604,0.8114743845827442,486.7252818193408,456.9400877518983,54.58114246637787,BR-12,BR-1200450,BR,HK
1555670,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,ACRELANDIA,RIO BRANCO,JBS S/A,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),3.3400829991017797,12267.810674557282,2.7415401256627403,1641.9293569806496,1541.3096906410085,57.34228405738276,BR-12,BR-1200013,BR,HK
1556055,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF TRADING,SUDAMBEEF TRADING,CHINA (HONG KONG),CHINA (HONG KONG),3.324483699637732,8583.601866401516,0.8058548487921862,483.35466385120895,453.7757350304221,54.20316296461322,BR-12,BR-1200450,BR,HK
1556501,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),3.307206558423561,10423.187359802168,1.4545094443946824,877.0629112775324,823.6872431898229,50.400757157745375,BR-12,BR-1200138,BR,HK
